season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
2022,2023-02-25,2414,English League Two,Swindon Town,Harrogate Town,14.3,7.83,0.5574,0.2137,0.229,1.94,1.12,17.8,20.2,3,0,,,,,,
2022,2023-02-25,2411,Barclays Premier League,Everton,Aston Villa,61.72,70.43,0.3796,0.352,0.2685,1.28,1.22,57.2,6.2,0,2,1.81,2.0,2.3,1.06,0.0,1.82
2022,2023-02-25,2413,English League One,Exeter City,Cambridge United,18.49,9.61,0.5149,0.2102,0.2749,1.47,0.83,11.7,52.0,2,0,,,,,,
2022,2023-02-25,2413,English League One,Bolton,Port Vale,38.33,15.03,0.7081,0.0856,0.2063,1.9,0.49,23.3,7.8,2,1,,,,,,
2022,2023-02-25,2412,English League Championship,Reading,Blackpool,36.11,32.98,0.4323,0.296,0.2717,1.37,1.08,15.2,51.6,3,1,1.3,0.78,0.9,1.35,3.11,1.05
2022,2023-02-25,2412,English League Championship,Queens Park Rangers,Blackburn,40.17,37.61,0.4563,0.2449,0.2989,1.22,0.81,20.8,12.9,1,3,0.64,1.52,0.91,0.37,1.05,3.15
2022,2023-02-25,2411,Barclays Premier League,West Ham United,Nottingham Forest,72.8,58.13,0.5771,0.1689,0.254,1.55,0.7,45.1,51.0,4,0,2.64,0.42,1.94,0.82,3.58,0.0
2022,2023-02-25,2413,English League One,Fleetwood Town,Morecambe,21.27,13.0,0.5056,0.2262,0.2682,1.52,0.92,3.4,56.8,1,0,,,,,,
2022,2023-02-25,2414,English League Two,Colchester United,Northampton Town,9.07,13.27,0.2952,0.3963,0.3086,0.95,1.15,3.6,59.3,0,1,,,,,,
2022,2023-02-25,2413,English League One,Peterborough United,Plymouth Argyle,26.65,33.09,0.3023,0.4372,0.2605,1.23,1.53,8.3,68.5,5,2,,,,,,
2022,2023-02-25,2413,English League One,Milton Keynes Dons,Ipswich Town,16.78,37.82,0.2243,0.5267,0.2491,1.02,1.7,54.9,30.0,0,1,,,,,,
2022,2023-02-25,2413,English League One,Barnsley,Derby County,34.53,40.44,0.3557,0.3687,0.2756,1.26,1.29,36.5,48.5,4,1,,,,,,
2022,2023-02-25,2413,English League One,Burton Albion,Accrington Stanley,15.75,10.78,0.4866,0.2584,0.2551,1.62,1.12,55.8,60.7,0,0,,,,,,
2022,2023-02-25,2413,English League One,Shrewsbury Town,Wycombe Wanderers,23.34,35.3,0.2673,0.4366,0.2961,0.92,1.26,1.3,24.9,2,0,,,,,,
2022,2023-02-25,2412,English League Championship,Sheffield United,Watford,54.96,47.5,0.5484,0.2121,0.2394,1.72,0.98,68.9,29.9,1,0,1.13,0.41,0.93,1.13,1.05,0.0
2022,2023-02-25,2414,English League Two,Gillingham,AFC Wimbledon,7.99,9.6,0.3466,0.3143,0.3391,0.94,0.88,16.4,11.0,2,1,,,,,,
2022,2023-02-25,2414,English League Two,Stevenage,Tranmere Rovers,14.61,9.23,0.5385,0.1814,0.2801,1.44,0.71,68.5,5.8,0,1,,,,,,
2022,2023-02-25,2411,Barclays Premier League,Leicester City,Arsenal,68.9,85.01,0.1921,0.599,0.2089,1.06,2.04,15.9,98.9,0,1,0.03,0.65,0.42,1.82,0.0,1.05
2022,2023-02-25,2417,Scottish Premiership,Aberdeen,Livingston,31.82,35.61,0.3873,0.3548,0.2579,1.46,1.38,4.0,0.1,1,0,,,,,,
2022,2023-02-25,2417,Scottish Premiership,St Johnstone,St Mirren,32.41,32.73,0.4156,0.2937,0.2908,1.26,1.01,3.3,0.3,1,1,,,,,,
2022,2023-02-25,1856,Italy Serie B,Genoa,Spal,40.14,29.89,0.5554,0.1514,0.2932,1.58,0.68,84.3,56.7,3,0,,,,,,
2022,2023-02-25,1869,Spanish Primera Division,Cadiz,Rayo Vallecano,58.61,68.95,0.3491,0.3485,0.3024,1.15,1.15,46.5,26.1,1,0,0.86,0.59,0.44,1.29,1.05,0.0
2022,2023-02-25,1871,Spanish Segunda Division,Racing Santander,FC Andorra,28.93,34.86,0.4023,0.2748,0.3229,1.15,0.9,48.9,10.8,2,1,1.28,1.14,0.78,1.62,2.1,1.05
2022,2023-02-25,1871,Spanish Segunda Division,Alavés,FC Cartagena,41.59,33.5,0.5766,0.1612,0.2622,1.65,0.74,74.5,22.3,0,0,1.18,0.2,1.35,0.2,0.0,0.0
2022,2023-02-25,1864,Portuguese Liga,FC Arouca,Casa Pia,48.31,43.81,0.4353,0.2741,0.2906,1.19,0.88,0.5,0.2,2,0,0.95,1.13,1.15,1.49,1.26,0.0
2022,2023-02-25,1884,Greek Super League,AEK Athens,Asteras Tripolis,53.57,25.41,0.7923,0.0409,0.1668,2.08,0.29,77.4,0.7,2,0,,,,,,
2022,2023-02-25,1849,Dutch Eredivisie,FC Groningen,Excelsior,38.66,34.39,0.4948,0.2545,0.2507,1.64,1.11,39.4,58.2,3,0,1.81,0.16,1.99,0.6,3.15,0.0
2022,2023-02-25,1983,South African ABSA Premier League,Sekhukhune United,Black Aces,13.72,17.74,0.3675,0.2948,0.3376,1.1,0.96,10.7,7.9,0,1,,,,,,
2022,2023-02-25,1983,South African ABSA Premier League,Richards Bay,Stellenbosch FC,11.14,14.58,0.3813,0.2863,0.3324,1.15,0.96,24.6,19.8,1,2,,,,,,
2022,2023-02-25,1882,Turkish Turkcell Super Lig,Fenerbahce,Konyaspor,64.4,42.85,0.693,0.1164,0.1906,2.2,0.77,49.9,9.2,4,0,,,,,,
2022,2023-02-25,1843,French Ligue 1,Angers,Lyon,47.34,71.31,0.2178,0.5398,0.2425,1.01,1.74,3.8,2.1,1,3,0.97,1.27,0.76,0.9,1.05,2.4
2022,2023-02-25,1882,Turkish Turkcell Super Lig,Giresunspor,Kayserispor,27.62,42.26,0.3438,0.3997,0.2564,1.39,1.52,54.1,2.4,1,2,,,,,,
2022,2023-02-25,1827,Austrian T-Mobile Bundesliga,SK Sturm Graz,SK Austria Klagenfurt,54.95,34.99,0.6538,0.135,0.2112,2.01,0.78,42.9,5.2,1,2,,,,,,
2022,2023-02-25,1827,Austrian T-Mobile Bundesliga,FK Austria Vienna,Hartberg,43.58,30.68,0.5194,0.2246,0.256,1.63,0.98,4.0,29.7,3,0,,,,,,
2022,2023-02-25,1854,Italy Serie A,Empoli,Napoli,50.72,84.1,0.1143,0.7044,0.1813,0.81,2.31,4.5,16.4,0,2,0.52,2.4,1.05,1.8,0.0,2.1
2022,2023-02-25,1879,Swiss Raiffeisen Super League,FC Sion,St Gallen,29.05,45.13,0.2464,0.5273,0.2263,1.42,2.14,17.8,63.2,0,4,,,,,,
2022,2023-02-25,1884,Greek Super League,Giannina,PAOK Salonika,24.18,50.79,0.1639,0.5959,0.2402,0.8,1.77,3.0,61.3,0,0,,,,,,
2022,2023-02-25,1832,Belgian Jupiler League,Genk,KV Oostende,65.22,24.38,0.8505,0.0415,0.108,2.86,0.51,59.3,34.7,3,0,,,,,,
2022,2023-02-25,1832,Belgian Jupiler League,Eupen,Cercle Brugge,27.14,45.88,0.2839,0.4693,0.2468,1.24,1.66,44.9,0.0,2,2,,,,,,
2022,2023-02-25,1869,Spanish Primera Division,Real Madrid,Atletico Madrid,86.29,76.62,0.5942,0.1797,0.2261,2.01,1.01,53.5,54.6,1,1,1.59,0.3,2.31,1.51,0.84,1.05
2022,2023-02-25,2411,Barclays Premier League,AFC Bournemouth,Manchester City,56.55,90.74,0.0841,0.7691,0.1468,0.72,2.55,62.1,85.6,1,4,1.27,2.73,1.16,2.12,1.05,4.2
2022,2023-02-25,1845,German Bundesliga,Schalke 04,VfB Stuttgart,58.97,67.19,0.3566,0.3578,0.2856,1.24,1.24,43.8,34.9,2,1,1.81,1.78,1.24,1.63,2.1,1.05
2022,2023-02-25,1849,Dutch Eredivisie,Heerenveen,RKC,49.8,48.75,0.4412,0.2993,0.2595,1.51,1.2,0.2,0.6,1,4,2.01,1.47,1.81,1.2,1.05,3.5
2022,2023-02-25,1864,Portuguese Liga,Maritimo,Santa Clara,39.71,41.68,0.4002,0.3116,0.2881,1.16,0.99,55.4,66.0,3,1,2.8,1.02,1.35,0.69,2.96,1.05
2022,2023-02-25,1844,French Ligue 2,Rodez,Bastia,23.85,30.25,0.3563,0.2931,0.3506,0.93,0.81,45.3,8.9,0,2,,,,,,
2022,2023-02-25,1844,French Ligue 2,Guingamp,Caen,31.57,37.98,0.3481,0.3764,0.2755,1.28,1.35,26.4,17.2,1,2,,,,,,
2022,2023-02-25,1844,French Ligue 2,St Etienne,Pau,39.51,25.75,0.5228,0.2252,0.2519,1.71,1.04,18.1,53.7,2,0,,,,,,
2022,2023-02-25,1844,French Ligue 2,Sochaux,Annecy,43.07,32.62,0.5712,0.1688,0.26,1.62,0.75,65.8,10.6,5,1,,,,,,
2022,2023-02-25,1844,French Ligue 2,Paris FC,Niort,32.26,24.54,0.4801,0.2278,0.2921,1.36,0.84,31.0,51.5,3,0,,,,,,
2022,2023-02-25,1844,French Ligue 2,Valenciennes,Dijon FCO,27.0,29.24,0.367,0.3233,0.3097,1.12,1.03,45.4,59.6,2,2,,,,,,
2022,2023-02-25,1983,South African ABSA Premier League,AmaZulu,Royal AM,14.8,11.75,0.4869,0.2132,0.2999,1.46,0.86,16.6,20.8,1,1,,,,,,
2022,2023-02-25,1844,French Ligue 2,Laval,US Quevilly,26.48,32.17,0.3686,0.3419,0.2894,1.24,1.18,40.8,6.8,0,1,,,,,,
2022,2023-02-25,1844,French Ligue 2,Metz,Nimes,45.09,26.89,0.6148,0.157,0.2282,1.91,0.84,45.4,53.4,2,0,,,,,,
2022,2023-02-25,1884,Greek Super League,Olympiacos,Panathinaikos,58.52,45.57,0.5647,0.1559,0.2795,1.44,0.62,100.0,100.0,0,0,,,,,,
2022,2023-02-25,1849,Dutch Eredivisie,AZ,Cambuur Leeuwarden,63.25,33.11,0.7659,0.0764,0.1576,2.39,0.61,31.0,28.2,2,1,2.49,1.98,1.36,0.93,2.03,1.05
2022,2023-02-25,1879,Swiss Raiffeisen Super League,FC Zurich,Young Boys,41.91,65.5,0.2288,0.517,0.2542,1.1,1.77,16.6,3.9,2,2,,,,,,
2022,2023-02-25,1846,German 2. Bundesliga,SV Darmstadt 98,Hamburg SV,40.94,41.82,0.4325,0.3088,0.2587,1.71,1.41,100.0,100.0,1,1,2.23,1.01,1.02,1.22,1.05,1.05
2022,2023-02-25,1832,Belgian Jupiler League,KVC Westerlo,Union Saint Gilloise,47.09,60.48,0.2715,0.4943,0.2343,1.29,1.81,0.0,46.7,4,2,,,,,,
2022,2023-02-25,2411,Barclays Premier League,Crystal Palace,Liverpool,66.26,82.48,0.2014,0.5842,0.2144,1.07,1.98,15.8,61.4,0,0,1.0,1.32,0.68,1.18,0.0,0.0
2022,2023-02-25,1854,Italy Serie A,Lecce,Sassuolo,56.99,61.98,0.3549,0.3572,0.2878,1.19,1.19,5.0,4.7,0,1,1.32,1.0,0.87,0.61,0.0,1.05
2022,2023-02-25,1849,Dutch Eredivisie,NEC,FC Volendam,51.69,39.88,0.5471,0.2049,0.248,1.67,0.92,4.3,40.4,3,0,2.84,0.72,2.27,1.09,2.63,0.0
2022,2023-02-25,1871,Spanish Segunda Division,Mirandes,Leganes,27.75,33.0,0.3848,0.2965,0.3187,1.15,0.97,40.1,18.3,0,0,0.28,0.83,0.28,1.75,0.0,0.0
2022,2023-02-25,1871,Spanish Segunda Division,Sporting Gijón,Tenerife,34.36,38.47,0.3751,0.274,0.3508,0.99,0.8,22.3,21.9,1,0,0.43,1.0,1.09,1.41,1.05,0.0
2022,2023-02-25,1843,French Ligue 1,Montpellier,Lens,52.64,70.65,0.2349,0.514,0.2511,1.03,1.65,21.8,67.9,1,1,0.74,1.61,0.94,1.8,1.05,1.05
2022,2023-02-25,1869,Spanish Primera Division,Valencia,Real Sociedad,66.58,73.54,0.3461,0.3595,0.2944,1.19,1.22,43.8,67.9,1,0,0.53,0.85,0.85,1.05,1.05,0.0
2023,2023-02-25,5641,Argentina Primera Division,San Lorenzo,Union Santa Fe,44.5,34.11,0.5651,0.1757,0.2592,1.58,0.75,21.5,0.3,1,0,1.16,0.16,1.33,0.25,1.05,0.0
2022,2023-02-25,1864,Portuguese Liga,Vizela,Benfica,50.72,81.39,0.1102,0.7212,0.1686,0.78,2.31,2.1,77.1,0,2,2.39,2.17,1.35,1.11,0.0,1.47
2023,2023-02-25,1951,Major League Soccer,Nashville SC,New York City FC,42.18,53.93,0.3967,0.3375,0.2657,1.44,1.31,21.0,9.5,2,0,1.24,0.41,0.9,0.75,1.86,0.0
2023,2023-02-25,5641,Argentina Primera Division,Platense,Talleres de Córdoba,33.04,48.66,0.2563,0.4765,0.2671,1.02,1.5,1.1,35.2,2,4,0.65,3.32,0.84,0.99,2.1,4.2
2023,2023-02-25,5641,Argentina Primera Division,Estudiantes,Sarmiento,40.22,32.53,0.5268,0.2262,0.247,1.7,1.03,3.5,1.1,1,1,0.75,0.74,1.01,0.76,1.05,1.05
2022,2023-02-25,1975,Mexican Primera Division Torneo Clausura,Cruz Azul,FC Juárez,51.83,37.21,0.5904,0.157,0.2525,1.61,0.69,29.1,32.5,1,0,1.85,0.48,0.78,1.31,1.05,0.0
2023,2023-02-25,1951,Major League Soccer,FC Cincinnati,Houston Dynamo,46.92,31.12,0.6667,0.1359,0.1974,2.2,0.88,18.7,19.0,2,1,1.47,1.96,1.44,1.57,2.1,1.05
2023,2023-02-25,1951,Major League Soccer,Atlanta United FC,San Jose Earthquakes,50.55,38.98,0.6212,0.1673,0.2115,2.1,0.99,15.0,16.4,2,1,1.7,0.99,2.22,0.87,2.1,1.05
2023,2023-02-25,1951,Major League Soccer,DC United,Toronto FC,28.39,43.79,0.338,0.4063,0.2556,1.39,1.55,14.6,18.2,3,2,1.5,2.0,1.03,0.92,3.15,2.1
2023,2023-02-25,5641,Argentina Primera Division,Velez Sarsfield,Boca Juniors,48.29,48.11,0.4332,0.289,0.2778,1.37,1.07,20.5,26.1,1,2,1.27,0.83,0.51,0.52,1.05,2.1
2023,2023-02-25,1951,Major League Soccer,Inter Miami CF,Montreal Impact,34.04,43.05,0.4073,0.3269,0.2658,1.46,1.28,20.4,19.6,2,0,3.02,2.34,1.16,1.42,1.95,0.0
2023,2023-02-25,1951,Major League Soccer,Philadelphia Union,Columbus Crew,56.64,40.44,0.6531,0.133,0.2139,1.99,0.76,12.6,20.6,4,1,3.43,0.8,1.31,1.16,3.92,1.05
2023,2023-02-25,1951,Major League Soccer,Orlando City SC,New York Red Bulls,43.18,42.12,0.5095,0.2174,0.273,1.5,0.88,22.4,19.7,1,0,0.99,1.56,0.31,1.15,1.05,0.0
2023,2023-02-25,1951,Major League Soccer,Charlotte FC,New England Revolution,38.66,39.67,0.492,0.2534,0.2546,1.65,1.12,21.2,21.3,0,1,1.09,1.06,2.28,1.76,0.0,1.05
2022,2023-02-25,1975,Mexican Primera Division Torneo Clausura,Tigres UANL,Guadalajara,61.77,50.5,0.5717,0.1808,0.2475,1.67,0.82,19.7,9.8,1,2,1.64,1.18,1.88,0.37,1.05,2.1
2023,2023-02-25,1951,Major League Soccer,FC Dallas,Minnesota United FC,43.29,38.01,0.5555,0.1974,0.2471,1.73,0.93,17.1,20.3,0,1,0.69,1.07,1.18,0.76,0.0,1.05
2023,2023-02-25,1951,Major League Soccer,Austin FC,St. Louis CITY SC,46.1,19.87,0.7766,0.0552,0.1683,2.16,0.4,11.9,10.8,2,3,1.14,1.6,1.18,1.7,2.1,3.15
2022,2023-02-25,1975,Mexican Primera Division Torneo Clausura,Atlas,Club América,46.81,62.89,0.3075,0.4343,0.2582,1.24,1.52,32.4,17.7,2,2,0.36,1.02,1.01,1.12,2.1,2.1
2023,2023-02-25,1951,Major League Soccer,Vancouver Whitecaps,Real Salt Lake,36.25,33.5,0.5306,0.2034,0.266,1.56,0.86,23.1,20.7,1,2,1.91,1.01,3.09,1.33,1.05,2.1
2022,2023-02-25,1948,Australian A-League,Melbourne Victory,Adelaide United,22.73,18.84,0.52,0.2553,0.2246,1.79,1.19,30.2,24.1,1,1,1.46,0.58,1.36,0.49,1.05,1.05
2023,2023-02-25,1947,Japanese J League,Sanfrecce Hiroshima,Albirex Niigata,39.25,23.2,0.5947,0.1932,0.2121,1.84,0.94,,,1,2,,,,,,
2023,2023-02-25,1947,Japanese J League,Kashiwa Reysol,FC Tokyo,30.22,38.5,0.3238,0.4462,0.23,1.32,1.59,,,1,1,,,,,,
2022,2023-02-25,1948,Australian A-League,Brisbane Roar,Perth Glory,14.85,15.07,0.4144,0.3124,0.2732,1.25,1.05,11.2,26.4,2,1,0.62,0.58,0.65,1.31,2.1,1.05
2022,2023-02-26,1849,Dutch Eredivisie,Fortuna Sittard,Feyenoord,43.03,73.91,0.1292,0.6807,0.1902,0.85,2.21,8.7,100.0,2,4,1.23,1.74,1.4,2.32,2.1,4.2
2022,2023-02-26,1854,Italy Serie A,Bologna,Internazionale,59.13,79.43,0.1921,0.5802,0.2277,1.01,1.92,2.0,36.8,1,0,1.11,1.34,1.05,2.05,1.05,0.0
2022,2023-02-26,1843,French Ligue 1,Lorient,Auxerre,54.57,50.96,0.4456,0.2863,0.2681,1.45,1.11,0.5,48.8,0,1,1.14,1.19,1.29,1.0,0.0,1.05
2022,2023-02-26,1846,German 2. Bundesliga,Arminia Bielefeld,1. FC Heidenheim 1846,33.36,36.54,0.3674,0.3531,0.2795,1.4,1.37,37.1,63.3,0,1,1.14,0.77,1.45,0.25,0.0,1.05
2022,2023-02-26,1846,German 2. Bundesliga,Hannover 96,1. FC Magdeburg,29.3,21.95,0.478,0.2598,0.2622,1.71,1.2,5.5,52.1,1,2,2.06,3.11,1.14,2.03,1.05,1.89
2022,2023-02-26,1846,German 2. Bundesliga,FC St. Pauli,Hansa Rostock,40.2,25.59,0.5504,0.181,0.2686,1.65,0.83,7.2,24.0,1,0,1.94,1.21,1.26,0.83,1.05,0.0
2022,2023-02-26,1832,Belgian Jupiler League,Club Brugge,KAA Gent,58.6,55.87,0.471,0.2731,0.2559,1.57,1.13,20.0,7.6,2,0,,,,,,
2022,2023-02-26,1871,Spanish Segunda Division,UD Ibiza,SD Huesca,26.26,29.7,0.3779,0.2938,0.3284,1.09,0.93,11.8,14.6,2,2,2.48,0.64,1.95,0.68,2.1,2.1
2022,2023-02-26,1837,Danish SAS-Ligaen,Randers FC,Lyngby,36.09,26.1,0.5408,0.2031,0.256,1.68,0.93,8.9,12.9,1,0,,,,,,
2022,2023-02-26,1882,Turkish Turkcell Super Lig,Umraniyespor,Adana Demirspor,30.69,52.72,0.2617,0.4941,0.2442,1.22,1.75,34.4,2.5,1,1,,,,,,
2022,2023-02-26,1837,Danish SAS-Ligaen,AC Horsens,Viborg,34.03,40.01,0.3647,0.3603,0.2751,1.34,1.33,22.2,25.2,0,3,,,,,,
2022,2023-02-26,1869,Spanish Primera Division,Athletic Bilbao,Girona FC,74.99,66.32,0.5461,0.198,0.2559,1.7,0.92,34.5,13.4,2,3,1.53,1.35,1.52,0.93,2.1,3.15
2022,2023-02-26,1879,Swiss Raiffeisen Super League,FC Luzern,Grasshoppers Zürich,39.04,34.13,0.5,0.2549,0.2452,1.88,1.29,29.8,8.7,1,0,,,,,,
2022,2023-02-26,2411,Barclays Premier League,Tottenham Hotspur,Chelsea,77.88,80.4,0.4682,0.2771,0.2547,1.52,1.11,69.0,12.0,2,0,0.99,0.36,1.04,0.78,1.8,0.0
2022,2023-02-26,1849,Dutch Eredivisie,Emmen,Go Ahead Eagles,42.01,48.08,0.4444,0.2885,0.267,1.45,1.12,57.5,6.3,2,2,1.61,1.19,0.73,1.38,2.1,2.1
2022,2023-02-26,1827,Austrian T-Mobile Bundesliga,Wolfsberger AC,Rapid Vienna,42.97,49.87,0.3224,0.4325,0.2452,1.42,1.68,2.7,19.6,1,2,,,,,,
2022,2023-02-26,1849,Dutch Eredivisie,Vitesse,Ajax,55.57,79.65,0.1751,0.6321,0.1927,1.16,2.34,3.0,86.6,1,2,1.0,1.03,1.22,1.54,1.05,2.1
2022,2023-02-26,1827,Austrian T-Mobile Bundesliga,Cashpoint SC Rheindorf Altach,WSG Swarovski Wattens,27.55,42.09,0.2819,0.4814,0.2366,1.36,1.83,28.3,9.8,0,0,,,,,,
2022,2023-02-26,1983,South African ABSA Premier League,Chippa United,Moroka Swallows,12.82,9.55,0.41,0.2615,0.3285,1.21,0.91,20.0,50.9,1,2,,,,,,
2022,2023-02-26,1884,Greek Super League,Levadiakos,Panetolikos,17.42,24.04,0.4271,0.2807,0.2923,1.29,0.99,48.3,0.4,0,0,,,,,,
2022,2023-02-26,1854,Italy Serie A,Salernitana,Monza,41.4,58.78,0.3018,0.4302,0.268,1.18,1.46,50.9,2.3,3,0,2.36,1.25,1.43,1.63,3.13,0.0
2022,2023-02-26,1843,French Ligue 1,Clermont Foot,Strasbourg,55.59,57.77,0.3815,0.3447,0.2738,1.31,1.23,6.0,42.1,1,1,1.86,0.83,0.83,1.31,1.05,1.05
2022,2023-02-26,1843,French Ligue 1,AC Ajaccio,Troyes,48.56,44.77,0.4648,0.2682,0.2671,1.48,1.06,48.3,53.3,2,1,4.05,1.5,1.75,0.79,2.1,1.05
2022,2023-02-26,1843,French Ligue 1,Reims,Toulouse,64.98,61.72,0.4506,0.2906,0.2588,1.54,1.18,0.4,0.6,3,0,2.1,0.55,2.05,0.99,3.15,0.0
2022,2023-02-26,1843,French Ligue 1,Nantes,Stade Rennes,54.47,68.5,0.2862,0.4389,0.2749,1.07,1.39,10.1,24.2,0,1,2.49,1.14,1.43,1.57,0.0,1.05
2022,2023-02-26,1884,Greek Super League,Ionikos FC,OFI Crete,22.3,26.26,0.4438,0.2614,0.2948,1.29,0.92,33.4,3.9,0,2,,,,,,
2022,2023-02-26,1845,German Bundesliga,SC Freiburg,Bayer Leverkusen,70.3,73.93,0.4674,0.2806,0.252,1.7,1.27,74.5,6.4,1,1,1.57,2.41,0.65,1.21,1.05,1.05
2022,2023-02-26,1832,Belgian Jupiler League,OH Leuven,Antwerp,37.68,57.13,0.2082,0.5438,0.2481,0.93,1.67,0.4,51.7,1,1,,,,,,
2022,2023-02-26,1837,Danish SAS-Ligaen,FC Copenhagen,AaB,59.47,31.44,0.7504,0.0749,0.1747,2.24,0.55,77.4,39.1,1,0,,,,,,
2022,2023-02-26,1856,Italy Serie B,Ascoli,Benevento,30.87,31.1,0.3674,0.2811,0.3514,1.1,0.92,28.1,58.4,0,0,,,,,,
2022,2023-02-26,1871,Spanish Segunda Division,Levante,Lugo,44.16,20.87,0.7425,0.059,0.1984,1.96,0.37,71.6,13.2,3,1,1.33,0.63,1.23,0.4,2.63,1.05
2022,2023-02-26,1869,Spanish Primera Division,Celta Vigo,Real Valladolid,71.48,57.04,0.5659,0.173,0.2611,1.64,0.78,24.1,50.0,3,0,2.77,1.1,2.08,0.65,3.15,0.0
2022,2023-02-26,1871,Spanish Segunda Division,Real Zaragoza,Burgos,33.68,30.27,0.4534,0.2032,0.3433,1.12,0.64,24.7,22.3,0,0,0.87,0.47,1.11,0.92,0.0,0.0
2022,2023-02-26,1879,Swiss Raiffeisen Super League,FC Lugano,Basel,37.04,42.23,0.3728,0.3415,0.2857,1.34,1.27,38.8,27.2,2,2,,,,,,
2022,2023-02-26,1879,Swiss Raiffeisen Super League,Servette,Winterthur,34.15,22.78,0.5621,0.1719,0.266,1.64,0.78,47.3,24.8,1,1,,,,,,
2022,2023-02-26,1864,Portuguese Liga,Rio Ave,Chaves,47.81,45.81,0.4561,0.2775,0.2664,1.37,1.01,7.9,4.9,1,0,0.86,0.31,0.78,0.84,1.05,0.0
2022,2023-02-26,1849,Dutch Eredivisie,PSV,FC Twente,71.6,66.84,0.5431,0.2162,0.2408,1.75,1.01,57.5,23.6,3,1,1.95,0.82,1.64,0.82,3.07,1.05
2022,2023-02-26,1882,Turkish Turkcell Super Lig,Besiktas,Antalyaspor,54.51,38.49,0.5947,0.179,0.2263,1.93,0.95,4.0,31.9,0,0,,,,,,
2022,2023-02-26,1827,Austrian T-Mobile Bundesliga,FC Salzburg,SV Ried,74.13,29.82,0.8186,0.038,0.1434,2.29,0.32,24.7,26.8,2,0,,,,,,
2022,2023-02-26,1843,French Ligue 1,AS Monaco,Nice,72.8,67.51,0.5748,0.1917,0.2335,1.82,0.95,74.1,8.6,0,3,0.9,1.53,2.24,1.04,0.0,3.15
2022,2023-02-26,1845,German Bundesliga,Bayern Munich,1. FC Union Berlin,90.18,70.59,0.759,0.0761,0.1649,2.37,0.61,100.0,67.9,3,0,3.55,0.31,4.96,0.84,3.15,0.0
2022,2023-02-26,1854,Italy Serie A,Udinese,Spezia,63.99,47.54,0.5515,0.2064,0.242,1.77,0.99,2.6,51.0,2,2,2.57,1.47,1.89,0.74,2.1,2.1
2022,2023-02-26,1837,Danish SAS-Ligaen,AGF Aarhus,Silkeborg,37.72,43.7,0.3878,0.3358,0.2764,1.38,1.26,1.7,5.1,1,1,,,,,,
2022,2023-02-26,1832,Belgian Jupiler League,Anderlecht,Standard Liege,52.89,44.73,0.4447,0.2945,0.2608,1.5,1.17,0.0,0.0,2,2,,,,,,
2022,2023-02-26,1884,Greek Super League,Aris Salonika,Atromitos,43.8,27.51,0.5121,0.195,0.2928,1.35,0.72,0.4,0.0,2,1,,,,,,
2022,2023-02-26,1871,Spanish Segunda Division,Las Palmas,SD Ponferradina,39.89,26.69,0.5993,0.1205,0.2801,1.49,0.51,78.4,54.0,2,0,1.93,0.07,1.29,0.08,1.88,0.0
2022,2023-02-26,1869,Spanish Primera Division,Almeria,Barcelona,57.28,86.53,0.1466,0.658,0.1953,1.02,2.35,50.7,56.8,1,0,0.97,1.23,0.53,2.68,1.05,0.0
2022,2023-02-26,1864,Portuguese Liga,Pacos Ferreira,Boavista,40.55,45.68,0.4042,0.3197,0.2762,1.24,1.07,32.4,7.1,1,3,0.88,2.57,1.52,0.44,1.05,3.15
2022,2023-02-26,1975,Mexican Primera Division Torneo Clausura,Toluca,Atlético San Luis,50.38,39.84,0.5429,0.2193,0.2378,1.79,1.05,8.2,29.4,2,0,1.13,1.51,1.78,1.18,2.1,0.0
2022,2023-02-26,1832,Belgian Jupiler League,Sporting de Charleroi,St. Truidense,43.08,39.83,0.4027,0.2988,0.2985,1.18,0.97,0.1,0.0,1,0,,,,,,
2022,2023-02-26,1854,Italy Serie A,AC Milan,Atalanta,73.14,71.85,0.4435,0.3102,0.2464,1.68,1.37,96.2,94.0,2,0,2.13,0.13,1.54,1.05,1.68,0.0
2022,2023-02-26,1843,French Ligue 1,Marseille,Paris Saint-Germain,75.43,82.34,0.3541,0.4155,0.2304,1.64,1.79,71.0,82.2,0,3,2.82,4.25,1.02,1.34,0.0,3.15
2023,2023-02-26,5641,Argentina Primera Division,Defensa y Justicia,Atlético Tucumán,38.89,33.0,0.5094,0.2328,0.2578,1.59,0.99,11.1,0.5,3,0,2.19,0.43,1.07,1.09,3.15,0.0
2022,2023-02-26,1869,Spanish Primera Division,Sevilla FC,Osasuna,68.63,67.72,0.4607,0.2344,0.3049,1.29,0.84,22.0,10.9,2,3,2.35,1.3,1.23,0.92,2.1,3.15
2023,2023-02-26,5641,Argentina Primera Division,Colon Santa Fe,Huracán,35.72,44.63,0.3187,0.4096,0.2717,1.19,1.38,1.2,24.9,1,1,1.22,1.66,1.28,0.76,1.05,1.05
2022,2023-02-26,1871,Spanish Segunda Division,Real Oviedo,Albacete,33.86,35.9,0.4098,0.2753,0.3149,1.21,0.93,19.3,34.2,1,1,1.0,1.12,1.59,0.55,1.05,1.05
